"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link","Affiliations","Authors with affiliations","Document Type","Source"
"Simonovskiy V.; Pavlenko I.; Pitel J.; Stremoukhov D.; Ivanov V.","Simonovskiy, Vitalii (6506649428); Pavlenko, Ivan (56435834300); Pitel, Jan (55308230400); Stremoukhov, Denys (57226351250); Ivanov, Vitalii (55769747343)","6506649428; 56435834300; 55308230400; 57226351250; 55769747343","Methods and Algorithms for Calculating Nonlinear Oscillations of Rotor Systems","2021","2","10.1007/978-3-030-77823-1_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111246490&doi=10.1007%2f978-3-030-77823-1_7&partnerID=40&md5=a109c1fa206bfec38a224cbfade3f83f","Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine; Technical University of Kosice, 1, Bayerova Street, Presov, 080 01, Slovakia","Simonovskiy V., Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine; Pavlenko I., Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine; Pitel J., Technical University of Kosice, 1, Bayerova Street, Presov, 080 01, Slovakia; Stremoukhov D., Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine; Ivanov V., Sumy State University, 2, Rymskogo-Korsakova Street, Sumy, 40007, Ukraine","Conference paper","Scopus"
"Sovhyra T.","Sovhyra, Tetiana (57224938016)","57224938016","Technology singularity culture: In the Urgency of the problem in the COVID-19 pandemic","2021","2","10.14456/jucr.2021.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108610834&doi=10.14456%2fjucr.2021.3&partnerID=40&md5=93604b15e6262e40497064f08722ade3","Dean of the Faculty of Arts, Kyiv National University of Culture and Arts, 36, Konovaltsia, Kyiv, 01133, Ukraine","Sovhyra T., Dean of the Faculty of Arts, Kyiv National University of Culture and Arts, 36, Konovaltsia, Kyiv, 01133, Ukraine","Article","Scopus"
"Danylevych N.; Rudakova S.; Shchetinina L.; Poplavska O.","Danylevych, Nataliia (57776314200); Rudakova, Svetlana (57220080461); Shchetinina, Liudmyla (57223372285); Poplavska, Oksana (57217384325)","57776314200; 57220080461; 57223372285; 57217384325","Digitalization of Personnel Management Processes: Reserves for Using Chatbots","2021","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126794436&partnerID=40&md5=c77474bdcb7a88781a80c6920be296aa","Kyiv National Economic University named after Vadym Hetman, 54/1 Prospect Peremogy, Kyiv, 03057, Ukraine","Danylevych N., Kyiv National Economic University named after Vadym Hetman, 54/1 Prospect Peremogy, Kyiv, 03057, Ukraine; Rudakova S., Kyiv National Economic University named after Vadym Hetman, 54/1 Prospect Peremogy, Kyiv, 03057, Ukraine; Shchetinina L., Kyiv National Economic University named after Vadym Hetman, 54/1 Prospect Peremogy, Kyiv, 03057, Ukraine; Poplavska O., Kyiv National Economic University named after Vadym Hetman, 54/1 Prospect Peremogy, Kyiv, 03057, Ukraine","Conference paper","Scopus"
"Tiahunova M.; Tronkina O.; Kirichek G.; Skrupsky S.","Tiahunova, Mariia (57433144000); Tronkina, Olesia (57223808159); Kirichek, Galina (58209236500); Skrupsky, Stepan (56466008400)","57433144000; 57223808159; 58209236500; 56466008400","The neural network for emotions recognition under special conditions","2021","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106162502&partnerID=40&md5=13a4194f16f63ae4a316d3e30637da18","National University ""Zaporizhzhia Polytechnic"", Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine","Tiahunova M., National University ""Zaporizhzhia Polytechnic"", Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine; Tronkina O., National University ""Zaporizhzhia Polytechnic"", Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine; Kirichek G., National University ""Zaporizhzhia Polytechnic"", Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine; Skrupsky S., National University ""Zaporizhzhia Polytechnic"", Zhukovsky str., 64, Zaporizhzhia, 69063, Ukraine","Conference paper","Scopus"
"Luntovskyy A.; Shubyn B.; Maksymyuk T.; Klymash M.","Luntovskyy, Andriy (21834380800); Shubyn, Bohdan (57210411710); Maksymyuk, Taras (36600937300); Klymash, Mykhailo (35609532100)","21834380800; 57210411710; 36600937300; 35609532100","5G Slicing and Handover Scenarios: Compulsoriness and Machine Learning","2021","6","10.1007/978-3-030-76343-5_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111319064&doi=10.1007%2f978-3-030-76343-5_12&partnerID=40&md5=d0aec234106d83b5684ce9cce89b5837","BA Dresden University of Cooperative Education (Saxon Study Academy), Hans-Grundig-Str. 25, Dresden, 01307, Germany; ITRE, Lviv Polytechnic National University, Professorska 2, Lviv, 79013, Ukraine","Luntovskyy A., BA Dresden University of Cooperative Education (Saxon Study Academy), Hans-Grundig-Str. 25, Dresden, 01307, Germany; Shubyn B., ITRE, Lviv Polytechnic National University, Professorska 2, Lviv, 79013, Ukraine; Maksymyuk T., ITRE, Lviv Polytechnic National University, Professorska 2, Lviv, 79013, Ukraine; Klymash M., ITRE, Lviv Polytechnic National University, Professorska 2, Lviv, 79013, Ukraine","Conference paper","Scopus"
"Boyko N.; Hladun Y.","Boyko, Nataliya (57191967462); Hladun, Yaroslav (57226101995)","57191967462; 57226101995","Histogram Filter for Robot Localization","2021","1","10.1109/CSIT52700.2021.9648585","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124793858&doi=10.1109%2fCSIT52700.2021.9648585&partnerID=40&md5=b4c5484e7ce3dd7b5623046540f05df9","National University, Lviv Polytechnic, Department of Artificial Intelligence, Lviv, Ukraine","Boyko N., National University, Lviv Polytechnic, Department of Artificial Intelligence, Lviv, Ukraine; Hladun Y., National University, Lviv Polytechnic, Department of Artificial Intelligence, Lviv, Ukraine","Conference paper","Scopus"
"Manovytska D.; Semenova N.; Dolenko G.","Manovytska, Dariia (50262581900); Semenova, Natalya (7102596880); Dolenko, Galyna (6603047246)","50262581900; 7102596880; 6603047246","Problems of decision making in subject domain “electric vehicle”","2021","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120946435&partnerID=40&md5=52c1a4fcca1442dd435b075ff60123eb","V.M. Glushkov Institute of Cybernetics, NAS of Ukraine, 40, Akademika Glushkova Avenue, Kyiv, 03187, Ukraine; Taras Shevchenko National University of Kyiv, 64/13 Volodymyrska Street, Kyiv, 01161, Ukraine","Manovytska D., V.M. Glushkov Institute of Cybernetics, NAS of Ukraine, 40, Akademika Glushkova Avenue, Kyiv, 03187, Ukraine; Semenova N., V.M. Glushkov Institute of Cybernetics, NAS of Ukraine, 40, Akademika Glushkova Avenue, Kyiv, 03187, Ukraine; Dolenko G., Taras Shevchenko National University of Kyiv, 64/13 Volodymyrska Street, Kyiv, 01161, Ukraine","Conference paper","Scopus"
"Shendryk S.; Shendryk V.; Parfenenko Y.; Drozdenko O.; Tymchuk S.","Shendryk, Sergii (57195679666); Shendryk, Vira (54421163800); Parfenenko, Yuliia (54420952900); Drozdenko, Oleksii (57212183214); Tymchuk, Sergii (55890931200)","57195679666; 54421163800; 54420952900; 57212183214; 55890931200","Decision support system for efficient energy management of hybrid power grid","2021","1","10.1109/ELIT53502.2021.9501144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124689393&doi=10.1109%2fELIT53502.2021.9501144&partnerID=40&md5=7ae9d723de110ea64e260b4312b8b206","Department of Cybernetics and Informatics, Sumy National Agrarian University, Sumy, Ukraine; Department of Computer Science, Sumy State University, Sumy, Ukraine; Department of Automation and Computer-Integrated Technologies, Petrо Vasilenko Kharkiv National Technical University of Agriculture, Kharkiv, Ukraine","Shendryk S., Department of Cybernetics and Informatics, Sumy National Agrarian University, Sumy, Ukraine; Shendryk V., Department of Computer Science, Sumy State University, Sumy, Ukraine; Parfenenko Y., Department of Computer Science, Sumy State University, Sumy, Ukraine; Drozdenko O., Department of Computer Science, Sumy State University, Sumy, Ukraine; Tymchuk S., Department of Automation and Computer-Integrated Technologies, Petrо Vasilenko Kharkiv National Technical University of Agriculture, Kharkiv, Ukraine","Conference paper","Scopus"
"Ruzicka M.; Volosin M.; Gazda J.; Maksymyuk T.; Bobalo Y.","Ruzicka, Marek (57217014053); Volosin, Marcel (57193956497); Gazda, Juraj (25122153300); Maksymyuk, Taras (36600937300); Bobalo, Yuriy (8410487000)","57217014053; 57193956497; 25122153300; 36600937300; 8410487000","Correcting Defective Trajectories using Conditional GAN","2021","0","10.1109/AICT52120.2021.9628933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123978459&doi=10.1109%2fAICT52120.2021.9628933&partnerID=40&md5=8785909730eee27a71f967619b556805","Technical University of Košice, Department of Computers and Informatics, Košice, Slovakia; Lviv Polytechnic National University, Lviv, Ukraine","Ruzicka M., Technical University of Košice, Department of Computers and Informatics, Košice, Slovakia; Volosin M., Technical University of Košice, Department of Computers and Informatics, Košice, Slovakia; Gazda J., Technical University of Košice, Department of Computers and Informatics, Košice, Slovakia; Maksymyuk T., Lviv Polytechnic National University, Lviv, Ukraine; Bobalo Y., Lviv Polytechnic National University, Lviv, Ukraine","Conference paper","Scopus"
"Shmelova T.; Sechko O.","Shmelova, Tetiana (57202443723); Sechko, Oleksandr (57211624517)","57202443723; 57211624517","Hybrid expert system for collaborative decision-making in transportation services of healthcare needs","2021","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121228015&partnerID=40&md5=9043dba0e1e5f4656edb924fa6cf23d7","National Aviation University, Liubomyra Huzara ave. 1, Kyiv, 03058, Ukraine; Uzhhorod National University, Narodna Square, 3, Uzhgorod, 88000, Ukraine","Shmelova T., National Aviation University, Liubomyra Huzara ave. 1, Kyiv, 03058, Ukraine; Sechko O., Uzhhorod National University, Narodna Square, 3, Uzhgorod, 88000, Ukraine","Conference paper","Scopus"
"Trofymenko O.; Prokop Y.; Loginova N.; Zadereyko A.","Trofymenko, Olena (57189319394); Prokop, Yuliia (57209800321); Loginova, Natalia (57189331779); Zadereyko, Alexander (57196005917)","57189319394; 57209800321; 57189331779; 57196005917","Taxonomy of Chatbots","2021","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128913634&partnerID=40&md5=8378274f230f3130d2299c2d6e16f04f","National University “Odessa Law Academy”, Fontanska doroga str., 23, Odesa, 650091, Ukraine; State University of Intellectual Technologies and Communications, Kuznechna str., 1, Odesa, 65029, Ukraine","Trofymenko O., National University “Odessa Law Academy”, Fontanska doroga str., 23, Odesa, 650091, Ukraine; Prokop Y., State University of Intellectual Technologies and Communications, Kuznechna str., 1, Odesa, 65029, Ukraine; Loginova N., National University “Odessa Law Academy”, Fontanska doroga str., 23, Odesa, 650091, Ukraine; Zadereyko A., National University “Odessa Law Academy”, Fontanska doroga str., 23, Odesa, 650091, Ukraine","Conference paper","Scopus"
"Volkov S.; Kolomiets L.; Hrabovskyi O.","Volkov, S. (57205367619); Kolomiets, L. (7004921116); Hrabovskyi, O. (57204220798)","57205367619; 7004921116; 57204220798","A Three-Aspects Approach for Technical Systems Quality Evaluation","2021","0","10.1007/978-3-030-76343-5_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111323491&doi=10.1007%2f978-3-030-76343-5_17&partnerID=40&md5=b6f82f85b0981c8114dacd18911619fc","Odessa State Academy Regulation and Quality, Kuznechnaya Street, 15, Odessa, 65029, Ukraine","Volkov S., Odessa State Academy Regulation and Quality, Kuznechnaya Street, 15, Odessa, 65029, Ukraine; Kolomiets L., Odessa State Academy Regulation and Quality, Kuznechnaya Street, 15, Odessa, 65029, Ukraine; Hrabovskyi O., Odessa State Academy Regulation and Quality, Kuznechnaya Street, 15, Odessa, 65029, Ukraine","Conference paper","Scopus"
"Shendryk S.; Shendryk V.; Parfenenko Y.; Drozdenko O.; Tymchuk S.","Shendryk, Sergii (57195679666); Shendryk, Vira (54421163800); Parfenenko, Yuliia (54420952900); Drozdenko, Oleksii (57212183214); Tymchuk, Sergii (55890931200)","57195679666; 54421163800; 54420952900; 57212183214; 55890931200","Decision Support System for Efficient Energy Management of MicroGrid with Renewable Energy Sources","2021","0","10.1109/IDAACS53288.2021.9660966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124803673&doi=10.1109%2fIDAACS53288.2021.9660966&partnerID=40&md5=e6297d799a7757ddaecbb0f217731659","Sumy National Agrarian University, Sumy, Ukraine; Sumy State University, Sumy, Ukraine; Petro Vasilenko Kharkiv National Technical University of Agriculture, Kharkiv, Ukraine","Shendryk S., Sumy National Agrarian University, Sumy, Ukraine; Shendryk V., Sumy State University, Sumy, Ukraine; Parfenenko Y., Sumy State University, Sumy, Ukraine; Drozdenko O., Sumy State University, Sumy, Ukraine; Tymchuk S., Petro Vasilenko Kharkiv National Technical University of Agriculture, Kharkiv, Ukraine","Conference paper","Scopus"
"Yulia R.; Sergiy R.","Yulia, Razmetaeva (57215646702); Sergiy, Razmetaev (57223997713)","57215646702; 57223997713","Justice in the digital age: Technological solutions, hidden threats and enticing opportunities","2021","5","10.33327/AJEE-18-4.2-A000061","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106738276&doi=10.33327%2fAJEE-18-4.2-A000061&partnerID=40&md5=efc63d8106df22f975dd11366783d638","Department of Theory and Philosophy of Law, Center for Law, Ethics and Digital Technologies, Yaroslav Mudryi National Law University, Ukraine; Department of Environmental Law, Yaroslav Mudryi National Law University, Ukraine","Yulia R., Department of Theory and Philosophy of Law, Center for Law, Ethics and Digital Technologies, Yaroslav Mudryi National Law University, Ukraine; Sergiy R., Department of Environmental Law, Yaroslav Mudryi National Law University, Ukraine","Article","Scopus"
"Izonin I.; Tkachenko R.; Gregus M.; Ryvak L.; Kulyk V.; Chopyak V.","Izonin, Ivan (38461225700); Tkachenko, Roman (24831346400); Gregus, Michal (6602734679); Ryvak, Liliia (57220764608); Kulyk, Volodymyr (56738918700); Chopyak, Valentyna (14830243300)","38461225700; 24831346400; 6602734679; 57220764608; 56738918700; 14830243300","Hybrid Classifier via PNN-based Dimensionality Reduction Approach for Biomedical Engineering Task","2021","9","10.1016/j.procs.2021.07.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115230733&doi=10.1016%2fj.procs.2021.07.029&partnerID=40&md5=f8b729f905f75e10c59073fd495c3cc1","Department of Artificial Intelligence, Lviv Polytechnic National University, Kniazia Romana str., 5, Lviv, 79905, Ukraine; Department of Publishing Information Technologies, Lviv Polytechnic National University, S. Bandera, str., 12, Lviv, 79013, Ukraine; Faculty of Management, Comenius University in Bratislava, Odbojárov 10, Bratislava, Slovakia; Department of Materials Science and Engineering, Lviv Polytechnic National University, S. Bandera, 12, Lviv, 79013, Ukraine; Department of Clinical Immunology and Allergology, Danylo Halytsky Lviv State Medical University, 69 Pekarska str., Lviv, 79010, Ukraine","Izonin I., Department of Artificial Intelligence, Lviv Polytechnic National University, Kniazia Romana str., 5, Lviv, 79905, Ukraine; Tkachenko R., Department of Publishing Information Technologies, Lviv Polytechnic National University, S. Bandera, str., 12, Lviv, 79013, Ukraine; Gregus M., Faculty of Management, Comenius University in Bratislava, Odbojárov 10, Bratislava, Slovakia; Ryvak L., Department of Artificial Intelligence, Lviv Polytechnic National University, Kniazia Romana str., 5, Lviv, 79905, Ukraine; Kulyk V., Department of Materials Science and Engineering, Lviv Polytechnic National University, S. Bandera, 12, Lviv, 79013, Ukraine; Chopyak V., Department of Clinical Immunology and Allergology, Danylo Halytsky Lviv State Medical University, 69 Pekarska str., Lviv, 79010, Ukraine","Conference paper","Scopus"
"Manziuk E.; Krak I.; Barmak O.; Mazurets O.; Kuznetsov V.; Pylypiak O.","Manziuk, Eduard (57203157573); Krak, Iurii (6602577533); Barmak, Olexander (57217176350); Mazurets, Olexander (57190874014); Kuznetsov, Vladyslav (56496122100); Pylypiak, Olexander (57369610700)","57203157573; 6602577533; 57217176350; 57190874014; 56496122100; 57369610700","Structural alignment method of conceptual categories of ontology and formalized domain","2021","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120993590&partnerID=40&md5=35d61dd3293a7ac35e9e15e258041634","Khmelnytskyi National University, 11, Instytuts'ka str., Khmelnytskyi, 29016, Ukraine; Taras Shevchenko National University of Kyiv, 60, Volodymyrska str., Kyiv, 01033, Ukraine; Glushkov Cybernetics Institute, 40, Glushkov avenue, Kyiv, 03187, Ukraine","Manziuk E., Khmelnytskyi National University, 11, Instytuts'ka str., Khmelnytskyi, 29016, Ukraine; Krak I., Taras Shevchenko National University of Kyiv, 60, Volodymyrska str., Kyiv, 01033, Ukraine; Barmak O., Khmelnytskyi National University, 11, Instytuts'ka str., Khmelnytskyi, 29016, Ukraine; Mazurets O., Khmelnytskyi National University, 11, Instytuts'ka str., Khmelnytskyi, 29016, Ukraine; Kuznetsov V., Glushkov Cybernetics Institute, 40, Glushkov avenue, Kyiv, 03187, Ukraine; Pylypiak O., Khmelnytskyi National University, 11, Instytuts'ka str., Khmelnytskyi, 29016, Ukraine","Conference paper","Scopus"
"Oleksiv N.; Oborska O.; Mykich K.; Mushasta S.; Pukach Y.; Tereshchuk O.","Oleksiv, Nazar (57226530471); Oborska, Oksana (55816397200); Mykich, Khrystyna (57191243716); Mushasta, Solomiia (57224195469); Pukach, Yulia (57211628068); Tereshchuk, Oksana (57215590974)","57226530471; 55816397200; 57191243716; 57224195469; 57211628068; 57215590974","Information system of dynamic and adaptive control of human diet based on machine learning technology","2021","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111821945&partnerID=40&md5=3141dab7da019e0d65762576d862a4e1","Lviv Polytechnic National University, S. Bandera Street, 12, Lviv, 79013, Ukraine; Hetman Petro Sahaidachnyi National Army Academy, Heroes of Maidan Street, 32, Lviv, 79012, Ukraine","Oleksiv N., Lviv Polytechnic National University, S. Bandera Street, 12, Lviv, 79013, Ukraine; Oborska O., Lviv Polytechnic National University, S. Bandera Street, 12, Lviv, 79013, Ukraine; Mykich K., Lviv Polytechnic National University, S. Bandera Street, 12, Lviv, 79013, Ukraine; Mushasta S., Lviv Polytechnic National University, S. Bandera Street, 12, Lviv, 79013, Ukraine; Pukach Y., Lviv Polytechnic National University, S. Bandera Street, 12, Lviv, 79013, Ukraine; Tereshchuk O., Hetman Petro Sahaidachnyi National Army Academy, Heroes of Maidan Street, 32, Lviv, 79012, Ukraine","Conference paper","Scopus"
"Khoroshylov S.V.; Redka M.O.","Khoroshylov, S.V. (57170749900); Redka, M.O. (57574125700)","57170749900; 57574125700","DEEP LEARNING FOR SPACE GUIDANCE, NAVIGATION, AND CONTROL","2021","2","10.15407/knit2021.06.038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128148085&doi=10.15407%2fknit2021.06.038&partnerID=40&md5=926309af63b4eb4b578315566137be4b","Institute of Technical Mechanics, The National Academy of Science of Ukraine, The State Space Agency of Ukraine, 15, Leshko-Popelya Str., Dnipro, 49005, Ukraine","Khoroshylov S.V., Institute of Technical Mechanics, The National Academy of Science of Ukraine, The State Space Agency of Ukraine, 15, Leshko-Popelya Str., Dnipro, 49005, Ukraine; Redka M.O., Institute of Technical Mechanics, The National Academy of Science of Ukraine, The State Space Agency of Ukraine, 15, Leshko-Popelya Str., Dnipro, 49005, Ukraine","Article","Scopus"
"Kuznetsov A.; Fedotov S.; Bagmut M.","Kuznetsov, Alexandr (55428957200); Fedotov, Sergey (57279537100); Bagmut, Mykhaylo (57216357510)","55428957200; 57279537100; 57216357510","Convolutional Neural Networks to Protect Against Spoofing Attacks on Biometric Face Authentication","2021","1","10.1007/978-3-030-85893-3_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116055880&doi=10.1007%2f978-3-030-85893-3_9&partnerID=40&md5=75d8f88eb918511c49f3df00b86ece02","V. N. Karazin Kharkiv National University, Svobody sq., 4, Kharkiv, 61022, Ukraine; JSC “Institute of Information Technologies”, Bakulin St., 12, Kharkiv, 61166, Ukraine","Kuznetsov A., V. N. Karazin Kharkiv National University, Svobody sq., 4, Kharkiv, 61022, Ukraine, JSC “Institute of Information Technologies”, Bakulin St., 12, Kharkiv, 61166, Ukraine; Fedotov S., V. N. Karazin Kharkiv National University, Svobody sq., 4, Kharkiv, 61022, Ukraine; Bagmut M., V. N. Karazin Kharkiv National University, Svobody sq., 4, Kharkiv, 61022, Ukraine","Conference paper","Scopus"
"Dolgikh S.; Mulesa O.","Dolgikh, Serge (57207684678); Mulesa, Oksana (57189376248)","57207684678; 57189376248","Collaborative Human-AI Decision-Making Systems","2021","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126819287&partnerID=40&md5=e3f9de98febd0b30253af8db44c7568a","National Aviation University, 1 Lubomyra Huzara, Kyiv, 03058, Ukraine; Solana Networks, 301 Moodie Dr., Ottawa, K2H9C4, Canada; Uzhhorod National University, Narodna sq., 3, Uzhhorod, 88000, Ukraine","Dolgikh S., National Aviation University, 1 Lubomyra Huzara, Kyiv, 03058, Ukraine, Solana Networks, 301 Moodie Dr., Ottawa, K2H9C4, Canada; Mulesa O., Uzhhorod National University, Narodna sq., 3, Uzhhorod, 88000, Ukraine","Conference paper","Scopus"
"Slyusar V.; Sliusar I.; Nalapko O.","Slyusar, Vadym (7004240035); Sliusar, Ihor (57220834937); Nalapko, Oleksii (57209022184)","7004240035; 57220834937; 57209022184","Chaotic Antennas","2021","2","10.1109/PICST54195.2021.9772135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126972144&doi=10.1109%2fPICST54195.2021.9772135&partnerID=40&md5=85ec84088c1c19b11c844c2519759019","Central Research Institute of Armaments And Military, Equipment of Armed Forces of Ukraine, Kyiv, Ukraine; Poltava State Agrarian Academy, Department of Information Systems And Technologies, Poltava, Ukraine","Slyusar V., Central Research Institute of Armaments And Military, Equipment of Armed Forces of Ukraine, Kyiv, Ukraine; Sliusar I., Poltava State Agrarian Academy, Department of Information Systems And Technologies, Poltava, Ukraine; Nalapko O., Central Research Institute of Armaments And Military, Equipment of Armed Forces of Ukraine, Kyiv, Ukraine","Conference paper","Scopus"
"Zvaritch V.; Myslovych M.; Gyzhko Y.","Zvaritch, Valerij (6506351645); Myslovych, Mykhailo (55328389800); Gyzhko, Yuri (54412304300)","6506351645; 55328389800; 54412304300","Application of Linear Random Processes to Construction of Diagnostic System for Power Engineering Equipment","2021","2","10.1007/978-3-030-85874-2_67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115229695&doi=10.1007%2f978-3-030-85874-2_67&partnerID=40&md5=8cd25d6f185307b81427a1d54437a647","Institute Electrodynamics of the National Academy of Science of Ukraine, Peremogy Avenue 56, Kiev, 03068, Ukraine; Institute of Renewable Energy of the National Academy of Science of Ukraine, Gnata Khatkevycha 20-a, Kiev, 02094, Ukraine","Zvaritch V., Institute Electrodynamics of the National Academy of Science of Ukraine, Peremogy Avenue 56, Kiev, 03068, Ukraine, Institute of Renewable Energy of the National Academy of Science of Ukraine, Gnata Khatkevycha 20-a, Kiev, 02094, Ukraine; Myslovych M., Institute Electrodynamics of the National Academy of Science of Ukraine, Peremogy Avenue 56, Kiev, 03068, Ukraine; Gyzhko Y., Institute Electrodynamics of the National Academy of Science of Ukraine, Peremogy Avenue 56, Kiev, 03068, Ukraine","Conference paper","Scopus"
"Shakhovska N.; Medykovskyy M.; Melnyk R.; Kryvinska N.","Shakhovska, Nataliya (42962320400); Medykovskyy, Mykola (36104383200); Melnyk, Roman (58141083500); Kryvinska, Nataliya (6507487726)","42962320400; 36104383200; 58141083500; 6507487726","Optimization of the Active Composition of the Wind Farm Using Genetic Algorithms","2021","0","10.32604/cmc.2021.018761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115907272&doi=10.32604%2fcmc.2021.018761&partnerID=40&md5=08ffe73e55714a3cfad1bbe110728d2f","Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Department of Automared Systems Control, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Comenius University, Bratislava, 81499, Slovakia","Shakhovska N., Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Medykovskyy M., Department of Automared Systems Control, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Melnyk R., Department of Automared Systems Control, Lviv Polytechnic National University, Lviv, 79013, Ukraine; Kryvinska N., Comenius University, Bratislava, 81499, Slovakia","Article","Scopus"
"Andriushchenko K.; Khaletska A.; Ushenko N.; Zholnerchyk H.; Ivanets I.; Petrychuk S.; Uliganets S.","Andriushchenko, Kateryna (57205494213); Khaletska, Alina (57224906028); Ushenko, Natalya (57469611600); Zholnerchyk, Hanna (57224891950); Ivanets, Iryna (57224901181); Petrychuk, Svilana (58079870300); Uliganets, Sergey (57209266097)","57205494213; 57224906028; 57469611600; 57224891950; 57224901181; 58079870300; 57209266097","EDUCATION PROCESS DIGITALIZATION AND ITS IMPACT ON HUMAN CAPITAL OF AN ENTERPRISE","2021","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108530343&partnerID=40&md5=781def73c7f0ac4625d45a5cb5e079fa","Kyiv National Economic University named after Vadym Hetman, Ukraine; University of the State Fiscal Service of Ukraine, Ukraine; SHEE Technologies National Aviation University; Interregional Academy of Personnel Management; SHEE Taras Shevchenko National University of Kyiv, Ukraine","Andriushchenko K., Kyiv National Economic University named after Vadym Hetman, Ukraine; Khaletska A., University of the State Fiscal Service of Ukraine, Ukraine; Ushenko N., SHEE Technologies National Aviation University; Zholnerchyk H., Kyiv National Economic University named after Vadym Hetman, Ukraine; Ivanets I., Kyiv National Economic University named after Vadym Hetman, Ukraine; Petrychuk S., Interregional Academy of Personnel Management; Uliganets S., SHEE Taras Shevchenko National University of Kyiv, Ukraine","Article","Scopus"
"Bobalo Y.; Shakhovska N.; Mytnyk B.","Bobalo, Yurii (8410487000); Shakhovska, Nataliya (42962320400); Mytnyk, Bohdan (57491032600)","8410487000; 42962320400; 57491032600","Machine learning algorithms usage for satellites simulation and control","2021","1","10.1109/CPEE54040.2021.9585246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123596603&doi=10.1109%2fCPEE54040.2021.9585246&partnerID=40&md5=e09d4452778c5091a0da40686feada7b","Lviv Polytechnic National University, Lviv, Ukraine; Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine","Bobalo Y., Lviv Polytechnic National University, Lviv, Ukraine; Shakhovska N., Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine; Mytnyk B., Department of Artificial Intelligence, Lviv Polytechnic National University, Lviv, Ukraine","Conference paper","Scopus"
